Percentage of Education level of residents-illeterate,Percentage of School dropout,Percentage of Education level of residents-university,Percentage of Education level of residents-secondary,Percentage of Education level of residents-intermediate,Percentage of Education level of residents-vocational,Percentage of Education level of residents-elementary,Percentage of Education level of residents-higher education,Town,dataset
0.00E+00,0.00E+00,1.50E+01,2.50E+01,2.50E+01,5.00E+00,2.50E+01,5.00E+00,Deir El-harf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.50E+01,2.50E+01,2.50E+01,5.00E+00,2.50E+01,5.00E+00,Jarmaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,1.00E+01,1.20E+01,1.50E+01,2.50E+01,5.00E+00,3.50E+01,5.00E+00,Bakhaaoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,7.00E+01,1.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,Barghoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+01,1.00E+01,2.00E+01,1.50E+01,5.00E+00,4.00E+01,5.00E+00,Qounaitra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.50E+01,1.00E+01,1.50E+01,1.00E+01,5.00E+00,1.00E+01,5.00E+00,Kfour En-Nabatieh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,1.00E+01,2.00E+01,2.00E+01,5.00E+00,3.00E+01,5.00E+00,Aazqai,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.00E+01,1.50E+01,2.50E+01,5.00E+00,3.00E+01,5.00E+00,Zouq El Hosniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,4.00E+00,1.00E+01,1.00E+01,3.00E+01,5.00E+00,3.50E+01,5.00E+00,Rmadiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.00E+01,1.00E+01,2.00E+01,5.00E+00,4.00E+01,5.00E+00,Beit El Haj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+00,1.00E+01,1.50E+01,2.00E+01,5.00E+00,3.50E+01,5.00E+00,Ghaboune,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,0.00E+00,1.00E+01,1.50E+01,3.00E+01,5.00E+00,2.00E+01,5.00E+00,Dmit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,1.50E+01,2.50E+01,5.00E+00,3.50E+01,5.00E+00,Houmine Et-Tahta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.00E+01,2.00E+01,3.00E+01,5.00E+00,3.00E+01,5.00E+00,Chtaura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
7.00E+01,2.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,5.00E+00,Chebaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,5.00E+00,4.00E+01,4.00E+01,5.00E+00,5.00E+00,5.00E+00,Zouk Mkayel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.50E+01,2.00E+01,2.50E+01,3.00E+00,3.00E+01,5.00E+00,Ehmej,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,4.50E+01,2.00E+01,1.50E+01,2.00E+00,1.20E+01,5.00E+00,Dahr Laissine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,1.00E+01,3.50E+01,3.00E+01,1.50E+01,2.00E+00,1.00E+01,5.00E+00,Aain Es-Sindiane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,2.00E+00,2.00E+01,3.00E+01,3.00E+01,2.00E+00,1.00E+01,5.00E+00,Aain Harsha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+01,2.80E+01,2.00E+00,2.50E+01,5.00E+00,Blaybel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,1.00E+01,1.50E+01,2.00E+00,1.00E+01,5.00E+00,Bnabil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,3.00E+01,9.00E+00,1.00E+00,2.00E+01,5.00E+00,Faraya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.00E+01,3.00E+01,2.50E+01,0.00E+00,1.50E+01,5.00E+00,Sayssouq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,4.00E+01,3.00E+01,0.00E+00,5.00E+00,5.00E+00,Charbila,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,3.00E+01,2.50E+01,0.00E+00,2.00E+01,5.00E+00,Jouret El-Ballout,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,2.00E+00,0.00E+00,0.00E+00,3.00E+01,0.00E+00,5.00E+01,5.00E+00,AAridet Cheikh Zennad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E-01,1.00E+00,2.00E+01,3.00E+01,2.50E+01,1.00E+01,1.00E+01,4.90E+00,Hasrayel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+01,1.00E+01,3.00E+01,2.00E+01,2.50E+01,1.00E+01,4.00E+00,Zeita,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,3.00E+01,3.00E+01,1.00E+01,2.00E+01,5.00E+00,4.00E+00,Kour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.80E+01,4.00E+01,6.00E+00,2.00E+01,2.00E+00,4.00E+00,Aaramta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
8.00E+00,7.00E+00,2.50E+01,2.50E+01,9.00E+00,2.00E+01,9.00E+00,4.00E+00,Borj Rahhal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,5.00E+00,1.20E+01,2.00E+01,2.20E+01,2.00E+01,2.00E+01,4.00E+00,Aanqoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,2.00E-01,1.80E+01,2.20E+01,1.70E+01,1.90E+01,1.60E+01,4.00E+00,Nmairiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
9.00E+00,8.00E+00,2.00E+01,1.70E+01,1.40E+01,1.70E+01,1.90E+01,4.00E+00,Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,5.00E+00,1.00E+01,1.50E+01,2.50E+01,1.50E+01,3.00E+01,4.00E+00,Tikrit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,1.00E+01,2.00E+01,3.50E+01,1.50E+01,1.50E+01,4.00E+00,Deir Koucheh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
6.00E+00,2.00E+00,9.00E+00,1.50E+01,1.70E+01,1.50E+01,3.40E+01,4.00E+00,Beit Lif,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,2.50E+01,2.00E+01,2.50E+01,1.10E+01,1.20E+01,4.00E+00,Selaata,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,4.00E+00,4.00E+01,2.00E+01,9.00E+00,1.00E+01,1.50E+01,4.00E+00,Tayr Falsay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,4.00E+01,2.50E+01,1.00E+01,1.00E+01,1.00E+01,4.00E+00,Kafrya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,3.50E+01,1.50E+01,2.50E+01,1.00E+01,1.00E+01,4.00E+00,Kfar Hazir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,3.00E+01,1.50E+01,2.00E+01,1.00E+01,2.00E+01,4.00E+00,Aandqet,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,4.00E+00,2.50E+01,2.80E+01,1.50E+01,1.00E+01,1.50E+01,4.00E+00,El Marej,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.50E+01,4.00E+01,1.00E+01,1.00E+01,1.00E+01,4.00E+00,Dahr Es-Souane El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.20E+01,2.00E+01,4.00E+01,1.00E+01,3.00E+00,4.00E+00,Aain Jrain,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,2.00E+01,2.00E+01,2.50E+01,1.00E+01,2.00E+01,4.00E+00,Binnay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,3.00E+00,1.10E+01,1.50E+01,2.50E+01,1.00E+01,2.00E+01,4.00E+00,Mayfadoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
6.00E+00,5.00E+00,1.00E+01,1.00E+01,2.00E+01,1.00E+01,4.00E+01,4.00E+00,Mansoura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,1.00E+01,2.00E+01,3.10E+01,1.00E+01,2.00E+01,4.00E+00,Houmine El-Faouqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,1.50E+01,3.00E+01,1.00E+01,3.00E+01,4.00E+00,Ouadi Ed-Deir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.50E+01,8.00E+00,1.00E+01,2.50E+01,8.00E+00,3.50E+01,4.00E+00,Tall Bireh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,1.50E+01,1.70E+01,3.00E+01,2.20E+01,7.00E+00,1.60E+01,4.00E+00,Sohmor,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E-01,3.00E+00,3.20E+01,2.78E+01,1.80E+01,6.00E+00,1.20E+01,4.00E+00,Cheikh Taba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,5.00E+01,2.00E+01,1.00E+01,5.00E+00,1.00E+01,4.00E+00,Bedghan Oua Ouadi Bedghan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,3.00E+00,3.00E+01,1.00E+01,2.00E+01,5.00E+00,3.00E+01,4.00E+00,Hrar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.60E+01,3.50E+01,2.00E+01,5.00E+00,1.00E+01,4.00E+00,Aammatour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,2.50E+01,2.00E+01,2.00E+01,5.00E+00,2.50E+01,4.00E+00,Aazra ouel Aazr,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.00E+01,1.00E+01,3.00E+01,5.00E+00,3.00E+01,4.00E+00,Mzraat Kefraya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,0.00E+00,7.00E+00,2.00E+01,2.00E+01,5.00E+00,4.00E+01,4.00E+00,Majdaloun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,6.00E+00,1.50E+01,3.00E+01,5.00E+00,4.00E+01,4.00E+00,Chouit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,6.00E+00,5.00E+00,3.00E+01,5.00E+01,5.00E+00,5.00E+00,4.00E+00,Hanaouay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,0.00E+00,2.20E+01,1.50E+01,2.50E+01,4.00E+00,2.60E+01,4.00E+00,Zakroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,3.00E+00,1.00E+01,1.00E+01,2.00E+01,4.00E+00,5.00E+01,4.00E+00,Barja,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,3.50E+01,1.00E+01,1.00E+01,3.00E+00,3.50E+01,4.00E+00,Bkhichtay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.50E+01,3.00E+01,2.00E+01,1.00E+00,3.00E+01,4.00E+00,Tannoura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.40E+00,2.40E+00,2.00E+01,2.50E+01,1.50E+01,1.50E+01,2.00E+01,3.60E+00,Machghara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.50E+01,1.20E+01,2.00E+01,2.00E+01,3.00E+01,1.00E+01,3.00E+00,Zahleh El-Maallaqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.00E+01,3.00E+01,1.80E+01,3.00E+01,7.00E+00,3.00E+00,Mansoura ,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,5.00E+00,1.70E+01,1.50E+01,2.20E+01,2.50E+01,1.50E+01,3.00E+00,Bnehran,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.00E+01,1.80E+01,2.50E+01,2.20E+01,2.00E+01,3.00E+00,Kfar Bibnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.50E+01,3.00E+01,2.00E+01,1.00E+01,2.00E+01,1.50E+01,3.00E+00,Hebbariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.20E+01,2.00E+01,2.00E+01,2.00E+01,1.00E+01,3.00E+00,Aaytat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,2.00E+01,2.00E+01,1.50E+01,2.00E+01,2.00E+01,3.00E+00,Sibline,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.20E+01,1.00E+01,5.00E+01,2.00E+01,5.00E+00,3.00E+00,Botmeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.60E+01,2.00E+01,3.00E+01,1.50E+01,5.00E+00,3.00E+00,Mtolleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,2.00E+00,2.00E+01,7.00E+00,1.00E+01,1.50E+01,2.50E+01,3.00E+00,Batroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.70E+01,3.00E+01,2.00E+01,1.50E+01,1.00E+01,3.00E+00,Bourj El Arab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,1.20E+01,2.50E+01,2.50E+01,1.50E+01,1.50E+01,3.00E+00,Hammana,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.00E+01,1.50E+01,2.70E+01,1.50E+01,2.00E+01,3.00E+00,Maydoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,7.00E+00,3.00E+01,2.00E+01,1.50E+01,2.00E+01,3.00E+00,Baghdadi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+01,1.00E+00,5.00E+00,1.00E+01,1.50E+01,1.20E+01,2.50E+01,3.00E+00,Temnine El-Faouqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,9.70E+01,2.00E+01,3.00E+00,1.00E+01,3.00E+00,3.00E+00,Aanout,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,5.00E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,3.00E+00,Jernaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,4.00E+01,2.00E+01,1.50E+01,1.00E+01,7.00E+00,3.00E+00,Mechref,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.70E+01,2.00E+01,2.00E+01,1.00E+01,1.50E+01,3.00E+00,Hadchit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,2.50E+01,2.50E+01,2.00E+01,1.00E+01,1.50E+01,3.00E+00,Ras El-Href,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.50E+01,3.00E+01,2.00E+01,1.00E+01,1.00E+01,3.00E+00,Kfar Baal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,2.00E+01,1.70E+01,3.00E+01,1.00E+01,2.00E+01,3.00E+00,Qalaouiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,2.00E+01,1.50E+01,2.70E+01,1.00E+01,1.50E+01,3.00E+00,Ouadi Qannoubine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.70E+01,3.00E+01,2.00E+01,1.00E+01,1.50E+01,3.00E+00,Bakka,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,1.60E+01,3.50E+01,3.00E+01,1.00E+01,5.00E+00,3.00E+00,Aain Ed-Delb,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.50E+01,1.50E+01,3.00E+01,1.00E+01,2.50E+01,3.00E+00, Bireh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.20E+01,1.50E+01,3.00E+01,1.00E+01,2.00E+01,3.00E+00,Qaaqaiyet Es-Snaoubar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.20E+01,2.00E+01,2.00E+01,1.00E+01,3.00E+01,3.00E+00,Machha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,1.20E+01,1.50E+01,3.90E+01,1.00E+01,2.00E+01,3.00E+00,Makseh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
8.00E+00,0.00E+00,1.20E+01,1.40E+01,2.10E+01,1.00E+01,3.20E+01,3.00E+00,Haret Hreik,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+01,8.00E+00,1.00E+01,2.00E+01,1.00E+01,1.00E+01,1.70E+01,3.00E+00,Moqaylbeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.00E+01,1.50E+01,3.00E+01,1.00E+01,3.00E+01,3.00E+00,Kfar Melki Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.00E+01,2.00E+01,5.00E+01,1.00E+01,5.00E+00,3.00E+00,Maqneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,7.00E+00,2.00E+01,2.50E+01,1.00E+01,3.00E+01,3.00E+00,Bahbouch,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,8.00E+00,1.00E+01,2.50E+01,9.00E+00,4.00E+01,3.00E+00,Massaaoudiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.50E+01,1.40E+01,3.00E+01,8.00E+00,2.00E+01,3.00E+00,Merkebta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,1.50E+01,1.50E+01,1.70E+01,8.00E+00,4.00E+01,3.00E+00,Salima Baabda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,3.00E+01,1.90E+01,1.80E+01,7.00E+00,2.20E+01,3.00E+00,Khalwat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.00E+01,1.50E+01,2.50E+01,7.00E+00,3.50E+01,3.00E+00,Ouada,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,6.00E+01,1.70E+01,1.00E+01,6.00E+00,1.00E+00,3.00E+00,Zaarouriyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,7.90E+01,5.00E+00,5.00E+00,5.00E+00,3.00E+00,3.00E+00,Hsarat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+01,3.00E+01,4.00E+01,1.10E+01,5.00E+00,1.00E+01,3.00E+00,Qnat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,2.70E+01,3.00E+01,2.00E+01,5.00E+00,1.00E+01,3.00E+00,Bebnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,1.50E+01,3.50E+01,5.00E+00,2.00E+01,3.00E+00,Fardis Hasbaiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.20E+01,3.00E+01,5.00E+00,2.00E+01,3.00E+00,Cheikhlar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.50E+01,4.20E+01,5.00E+00,5.00E+00,3.00E+00,Kafr Jarrah,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,2.00E+00,1.50E+01,1.50E+01,1.70E+01,5.00E+00,3.00E+01,3.00E+00,Qaa Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.20E+01,1.50E+01,3.00E+01,5.00E+00,3.00E+01,3.00E+00,Mazareaa Jabal Akroum,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.20E+01,2.00E+01,2.00E+01,5.00E+00,3.00E+01,3.00E+00,Haouch Hala,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.20E+01,1.00E+01,1.00E+01,5.00E+00,6.00E+01,3.00E+00,Aain Aanoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,5.00E+00,1.00E+01,1.50E+01,2.50E+01,5.00E+00,4.00E+01,3.00E+00,Chehabiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,3.00E+00,1.00E+01,2.00E+01,3.00E+01,5.00E+00,3.00E+01,3.00E+00,Aaiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.00E+01,1.50E+01,2.50E+01,5.00E+00,4.00E+01,3.00E+00,Jibchit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,1.00E+01,2.00E+01,3.00E+01,5.00E+00,3.00E+01,3.00E+00,Aintourine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
7.00E+00,5.00E-01,1.00E+01,2.00E+01,2.50E+01,5.00E+00,3.00E+01,3.00E+00,Kfar Hatta Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.00E+01,3.00E+01,2.00E+01,5.00E+00,3.00E+01,3.00E+00,Kafraya El-Koura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
