Percentage of Education level of residents-illeterate,Percentage of School dropout,Percentage of Education level of residents-university,Percentage of Education level of residents-secondary,Percentage of Education level of residents-intermediate,Percentage of Education level of residents-vocational,Percentage of Education level of residents-elementary,Percentage of Education level of residents-higher education,Town,dataset
3.00E+00,3.00E+00,3.00E+01,3.00E+01,1.00E+01,1.20E+01,5.00E+00,1.00E+01,Rasha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,6.00E+01,2.00E+01,0.00E+00,1.00E+01,0.00E+00,1.00E+01,Bramiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,5.00E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,1.00E+01,aain Aalaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,5.00E+01,1.80E+01,5.00E+00,1.00E+01,5.00E+00,1.00E+01,Ghalboun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,3.00E+01,4.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,Kafra Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,4.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,Bsalim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,4.00E+01,2.00E+01,1.00E+01,1.00E+01,8.00E+00,1.00E+01,Qortada,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,2.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,Haytoura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,3.00E+01,7.00E+00,1.00E+01,3.00E+00,1.00E+01,Jeoddayel Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,1.00E+01,3.00E+01,1.00E+01,5.00E+00,1.00E+01,Zakrit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,5.00E+00,3.00E+01,3.00E+01,1.00E+01,1.00E+01,7.00E+00,1.00E+01,Qmatiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,3.00E+01,1.00E+01,1.50E+01,1.00E+01,1.50E+01,1.00E+01,Qartaba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,2.00E+01,1.50E+01,1.00E+01,1.00E+01,1.00E+01,Aain El-Ghouaybeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,3.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,Dar Baaechtar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,2.50E+01,1.50E+01,1.00E+01,1.00E+01,1.00E+01,Hasroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,3.00E+01,2.00E+01,1.00E+01,0.00E+00,1.00E+01,Majdalouna,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,1.50E+01,1.50E+01,1.00E+01,2.00E+01,1.00E+01,Rihana,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.90E+01,1.00E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,Soultaniyet Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.50E+01,1.00E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,Aalmane Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,2.40E+01,1.00E+01,2.50E+01,1.00E+01,2.00E+01,1.00E+01,Beit Meri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,9.00E+00,2.00E+01,2.70E+01,1.00E+01,1.00E+01,2.00E+01,1.00E+01,Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,2.00E+01,2.00E+01,2.00E+01,1.00E+01,1.00E+01,1.00E+01,Fatre,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,2.00E+01,2.50E+01,2.00E+01,1.00E+01,1.50E+01,1.00E+01,Kahef Maloul,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.00E+01,1.50E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,Qatrani,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,3.50E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,Metrit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,2.00E+01,1.00E+01,3.00E+01,1.00E+01,1.70E+01,1.00E+01,Soltan Yacoub el Aradi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.00E+01,3.90E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,Sfaray,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+01,4.00E+01,1.00E+01,0.00E+00,1.00E+01,Aafsdiq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+00,5.00E+00,1.00E+01,5.30E+01,1.00E+01,Aain El Saydeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,3.00E+01,2.00E+01,1.00E+01,1.00E+01,1.00E+01,Chibtine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+01,4.00E+01,1.00E+01,0.00E+00,1.00E+01,Mazraat Assaf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,Tal Aabbas,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,3.50E+01,1.50E+01,1.00E+01,2.00E+01,1.00E+01,2.50E+01,1.00E+01,Daraiya Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,4.00E+00,1.50E+01,1.00E+01,3.00E+01,1.00E+01,1.50E+01,1.00E+01,Arsoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.50E+01,1.50E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,Qabaait,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+01,1.00E+01,1.00E+01,3.00E+01,1.00E+01,2.00E+01,1.00E+01,Moshrea,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,1.00E+01,1.00E+01,2.00E+01,1.00E+01,1.00E+01,2.00E+01,1.00E+01,Machta Hammoud,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,1.00E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,Batoulay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,2.00E+00,1.00E+01,1.00E+01,1.50E+01,1.00E+01,3.00E+01,1.00E+01,Kfar Dane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,2.00E+01,2.50E+01,1.00E+01,1.50E+01,1.00E+01,Aain Mouaffaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,1.00E+01,3.00E+01,1.00E+01,2.00E+01,1.00E+01,Beit Hbaq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,1.00E+01,4.00E+01,1.00E+01,1.00E+01,1.00E+01,Edde El-Batroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,1.00E+01,3.00E+01,1.00E+01,2.50E+01,1.00E+01,Kfar Hilda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.00E+01,1.00E+01,3.00E+01,1.00E+01,3.00E+01,1.00E+01,Ain Aakrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,3.00E+01,2.00E+01,2.00E+01,9.00E+00,8.00E+00,1.00E+01,Khirbet Bisri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.50E+01,2.00E+01,1.50E+01,9.00E+00,2.00E+01,1.00E+01,Mrah Ez Ziyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.20E+01,3.00E+01,1.00E+01,8.00E+00,2.00E+01,1.00E+01,Haret Es-Sit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.50E+01,3.00E+01,2.00E+01,8.00E+00,1.50E+01,1.00E+01,Qoussaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,2.00E+01,2.00E+01,6.00E+00,4.00E+00,1.00E+01,Bechmizzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
6.00E+00,2.00E+00,1.10E+01,1.50E+01,2.60E+01,6.00E+00,2.60E+01,1.00E+01,Jouaiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,7.20E+01,1.00E+01,1.00E+00,5.00E+00,1.00E+00,1.00E+01,Rabieh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,5.00E+01,3.00E+01,3.00E+00,5.00E+00,2.00E+00,1.00E+01,Zalqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.50E+01,4.00E+01,1.00E+01,1.50E+01,5.00E+00,1.50E+01,1.00E+01,Fraikeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,4.00E+01,1.00E+01,1.50E+01,5.00E+00,1.50E+01,1.00E+01,Haouch El Qinnabeh Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,3.50E+01,1.00E+01,1.00E+01,5.00E+00,2.00E+01,1.00E+01,Jensnaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+01,3.00E+01,2.50E+01,1.50E+01,5.00E+00,1.00E+01,1.00E+01,Rihaniyet Minie,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.50E+01,3.00E+01,3.00E+01,2.00E+01,5.00E+00,5.00E+00,1.00E+01,Beino,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,2.00E+01,3.00E+01,5.00E+00,0.00E+00,1.00E+01,Ferhet,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.50E+01,3.00E+01,2.00E+01,5.00E+00,8.00E+00,1.00E+01,Batroumine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.40E+01,2.00E+01,3.00E+01,5.00E+00,1.00E+01,1.00E+01,Hadath Ej-Jebbeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,2.30E+01,4.00E+01,1.00E+01,5.00E+00,1.00E+01,1.00E+01,Kfar Beit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,1.00E+00,2.20E+01,3.00E+01,1.50E+01,5.00E+00,1.50E+01,1.00E+01,Khartoum,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,4.00E+00,2.00E+01,1.00E+01,3.00E+01,5.00E+00,2.00E+01,1.00E+01,Halba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,2.00E+00,2.00E+01,2.00E+01,3.50E+01,5.00E+00,1.00E+01,1.00E+01,Btouratij,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,1.00E+01,Bhersaf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.50E+01,1.50E+01,1.00E+01,2.00E+01,5.00E+00,3.00E+01,1.00E+01,Motel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+01,1.50E+01,4.00E+01,2.00E+01,5.00E+00,1.00E+01,1.00E+01,Bchtfine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.50E+01,2.50E+01,3.00E+01,5.00E+00,5.00E+00,1.00E+01,Zouk El-Kharab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,1.50E+01,2.00E+01,3.00E+01,5.00E+00,1.70E+01,1.00E+01,Bsarma,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,1.40E+01,3.00E+01,2.00E+01,5.00E+00,2.00E+01,1.00E+01,Qlaileh Sour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
8.00E+00,9.00E+01,1.20E+01,2.00E+01,5.00E+00,5.00E+00,4.00E+01,1.00E+01,Hmairi Sour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.00E+01,2.00E+01,2.50E+01,5.00E+00,2.50E+01,1.00E+01,Raait,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.00E+01,2.00E+01,4.50E+01,5.00E+00,5.00E+00,1.00E+01,Jbouleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,3.00E+01,3.00E+01,5.00E+00,1.00E+01,1.00E+01,Kfar Houneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,2.50E+01,2.50E+01,5.00E+00,2.00E+01,1.00E+01,Saghbine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,5.00E+00,1.00E+01,3.00E+01,5.00E+00,4.00E+01,1.00E+01,Aazour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,4.00E+01,3.00E+01,1.00E+01,4.00E+00,5.00E+00,1.00E+01,En-Nahriyyi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,5.00E+00,2.50E+01,2.70E+01,1.80E+01,4.00E+00,1.40E+01,1.00E+01,Baisour Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,4.00E+01,2.00E+01,1.50E+01,3.00E+00,1.00E+01,1.00E+01,Kfar Hay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,3.00E+01,4.00E+01,1.00E+01,3.00E+00,5.00E+00,1.00E+01,Ghaziyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,5.00E+00,1.70E+01,3.00E+01,2.00E+01,3.00E+00,1.70E+01,1.00E+01,Aabadiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.50E+01,1.50E+01,2.50E+01,0.00E+00,2.50E+01,1.00E+01,Chourit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.50E+01,2.50E+01,0.00E+00,2.00E+01,1.00E+01,Bsaba Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,5.00E-01,3.00E+01,2.00E+01,1.00E+01,2.50E+01,3.00E+00,9.00E+00,Aayta Ech-Chaab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,3.00E+01,2.50E+01,5.00E+00,2.00E+01,1.00E+01,9.00E+00,Meri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,2.00E+01,2.00E+01,2.50E+01,1.50E+01,1.00E+01,9.00E+00,Ouadi Khaled,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,4.00E+01,1.00E+01,1.00E+01,1.00E+01,2.00E+01,9.00E+00,Hakour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,2.00E+01,3.00E+01,1.50E+01,1.00E+01,1.50E+01,9.00E+00,Zrariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.00E+01,3.00E+01,1.50E+01,1.00E+01,1.50E+01,9.00E+00,Dahr El-Ahmar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.00E+01,2.00E+01,3.00E+01,1.00E+01,1.00E+01,9.00E+00,Ouadi Chahrour El Aaoulia,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,1.00E+01,2.50E+01,4.00E+01,1.00E+01,5.00E+00,9.00E+00,Minyara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,6.00E+01,2.00E+01,4.00E+00,5.00E+00,2.00E+00,9.00E+00,Btaaboura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,3.50E+01,3.00E+01,1.00E+01,5.00E+00,1.00E+01,9.00E+00,Bteghrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,4.00E+01,2.00E+01,5.00E+00,2.00E+01,5.00E+00,8.00E+00,Basateen Aakar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,5.00E+00,2.00E+01,1.50E+01,1.50E+01,2.00E+01,2.00E+01,8.00E+00,Ghbaleh Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,1.00E+00,2.00E+01,2.00E+01,1.40E+01,2.00E+01,1.50E+01,8.00E+00,Selfaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,4.50E+01,2.50E+01,3.00E+00,1.50E+01,3.00E+00,8.00E+00,Dik El-Mehdi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.50E+01,1.50E+01,2.00E+01,2.50E+01,1.50E+01,1.50E+01,8.00E+00,Deir Kifa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,3.00E+01,2.00E+01,2.00E+01,1.00E+01,1.00E+01,8.00E+00,Kroum El-Aarab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,2.50E+01,3.00E+01,1.50E+01,1.00E+01,1.00E+01,8.00E+00,Keyfoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.00E+01,1.00E+01,2.00E+01,1.00E+01,3.00E+01,8.00E+00,Torbol Menie,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.50E+01,1.50E+01,3.00E+01,1.00E+01,2.00E+01,8.00E+00,Mazraat Harkish,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,4.00E+01,1.20E+01,2.00E+01,4.00E+01,8.00E+00,1.00E+01,8.00E+00,Majdel Aanjar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,2.00E+00,1.50E+01,3.00E+01,3.00E+01,7.00E+00,7.00E+00,8.00E+00,Jall Ed-Dib,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,4.00E+01,1.20E+01,1.50E+01,5.00E+00,1.50E+01,8.00E+00,Aaynata Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,5.00E+00,2.50E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,8.00E+00,Kfarzabad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.50E+01,5.00E+01,1.00E+01,5.00E+00,1.00E+01,8.00E+00,Kfar Chellal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.50E+01,2.00E+01,3.00E+01,5.00E+00,2.20E+01,8.00E+00,Haret Jandal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,1.00E+01,1.50E+01,3.00E+01,5.00E+00,3.00E+01,8.00E+00,Lala,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+00,1.20E+01,2.60E+01,2.50E+01,4.00E+00,1.50E+01,8.00E+00,Kfar Sir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E-01,0.00E+00,3.80E+01,2.00E+01,1.50E+01,1.50E+01,4.00E+00,7.50E+00,Ouadi Chahrour Es-Soufla,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,2.00E+01,2.50E+01,2.50E+01,1.00E+01,2.00E+01,1.00E+01,7.00E+00,Ketermaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,5.00E+00,2.00E+01,2.50E+01,1.50E+01,2.00E+01,1.00E+01,7.00E+00,Teffahta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,7.00E+00,2.20E+01,3.50E+01,1.20E+01,1.50E+01,8.00E+00,7.00E+00,Ras Baalbek Ech-Charqi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,8.00E+00,2.00E+01,3.00E+01,1.00E+01,1.00E+01,2.00E+01,7.00E+00,Meiss Ej-Jabal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,8.00E+00,1.50E+01,3.00E+01,8.00E+00,3.00E+01,7.00E+00,Aaymar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.50E+01,1.50E+01,2.20E+01,2.50E+01,6.00E+00,1.50E+01,7.00E+00,Taraiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,2.00E+01,1.00E+01,3.50E+01,5.00E+00,2.00E+01,7.00E+00,Dimane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,2.00E+01,2.50E+01,2.00E+01,3.00E+00,1.50E+01,7.00E+00,Ras Kifa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,0.00E+00,1.00E+01,2.50E+01,1.50E+01,2.00E+01,2.00E+01,6.00E+00,Baadarane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.30E+01,0.00E+00,8.00E+00,1.20E+01,1.80E+01,1.60E+01,2.70E+01,6.00E+00,Hilan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.40E+01,1.70E+01,2.00E+01,1.20E+01,1.90E+01,6.00E+00,Aintoura Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,2.00E+01,1.40E+01,1.00E+01,1.00E+01,6.00E+00,Douma,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,3.00E+01,2.50E+01,1.50E+01,1.00E+01,1.20E+01,6.00E+00,Cheikh Mohammad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,2.00E+00,2.00E+01,1.40E+01,1.40E+01,8.00E+00,1.80E+01,6.00E+00,Terbol Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
